card_name,cost,civilization,card_type,race,power,rarity,card_set,coll_num,card_text
"Kingdom Geolg, Super Gaia",6,light/water/darkness,Evolution Creature,lost_crusader,9000,vr,dm-25,2/55,"■ (This creature is put into your mana zone tapped.)
■ Evolution—Put on one of your multicolored creatures.
■ Whenever this creature attacks, you may tap or untap a non-evolution creature in the battle zone. (Choose what you are attacking before you choose what creature to tap or untap.)
■ Double breaker"
"Fullmetal Lemon, Brave King Mecha",3,light/water/nature,Creature,great_mecha_king/wild_veggies,1000,vr,dm-25,3/55,"■ (This creature is put into your mana zone tapped.)
■ Whenever your opponent would win the game by attacking with one of their creatures, you may put the top 10 cards of your deck into your graveyard instead. If you do, your opponent doesn't win the game."
"Sir Albides, Noble Deathknight",5,light/darkness/nature,Creature,dark_lord/arc_seraphim,5000,vr,dm-25,4/55,"■ (This creature is put into your mana zone tapped.)
■ Over Drive—Light x2 Darkness x2 Nature x1 (When you summon this creature, you may tap another 2 light, 2 darkness and/or 1 nature card in your mana zone. If you do, this creature gets the following over drive abilities.)
{over_drive} Light: When you put this creature into the battle zone, add the top card of your deck to your shields face down.
{over_drive} Darkness: When you put this creature into the battle zone, destroy one of your opponent's tapped creatures.
{over_drive} Nature: When you put this creature into the battle zone, one of your creatures in the battle zone gets +7000 power until the end of the turn."
"Girimegis, Demonic Strike Armor",5,water/darkness/nature,Creature,earth_eater/demon_command/vehicle_bee,9000,vr,dm-25,5/55,"■ (This creature is put into your mana zone tapped.)
■ Double breaker (This creature breaks 2 shields.)"
"Otto, Worldly God",6,light,Creature,cosmo_walker/god,5500,r,dm-25,6/55,"■ During your opponent's turn, each of your other creatures in the battle zone gets +2000 power.
■ God Link (Dokkoi, Fantasy God) Left Side
■ While this creature is linked, it has ""double breaker"".
■ Whenever this creature is linked and attacks, you may tap one of your opponent's creatures in the battle zone. If you do, this creature breaks one of your opponent's shields. (First choose what you are attacking before you choose which creature to tap.)"
Super Spark,5,light,Spell,,,r,dm-25,7/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Tap all your opponent's creatures in the battle zone."
"Izana, Crime God",4,water,Creature,liquid_people/god,3000,r,dm-25,8/55,"■ This creature can't be blocked by creatures that have less power than it.
■ God Link (Orphe, Punishment God) Left Side
■ When this creature is linked, return all your opponent's creatures that have power 2000 or less to its owner's hand.
■ While this creature is linked, it has ""double breaker""."
God Signal,2,water,Spell,,,r,dm-25,9/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Search your deck. You may take a God from your deck and show that God to your opponent. Then shuffle your deck, and put that card on the top of your deck."
"Super Trash Train, Fuuma Devil",5,darkness,Creature,hedrian/grand_devil,5000,r,dm-25,10/55,"■ Whenever another creature is destroyed, you may draw a card."
"Gort, God of Sealing",4,darkness,Creature,grand_devil/fod,3000,r,dm-25,11/55,"■ This creature and each of your creatures that have the same race as this creature gets ""slayer"".
■ God Link (Tauros, Battle God) Left Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, it has ""double breaker""."
"Aloro, War God",5,fire,Creature,tyranno_drake/god,8000,r,dm-25,12/55,"■ At the start of your turn, put a card from your mana zone into your graveyard.
■ Double breaker
■ God Link (Paloro, God of the Cycle) Left Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, it has ""triple breaker""."
Dimensional Thunder Ball,5,fire,Spell,,,r,dm-25,13/55,"■ Destroy one of your opponent's multicolored creatures that costs 4 or less, or destroy one of your opponent's non-multicolored creatures that costs 6 or less."
"Gou, Spirit God",5,nature,Creature,mystery_totem/god,4000,r,dm-25,14/55,"■ Whenever you return cards from your graveyard to your hand, you may put the top card of your deck into your mana zone.
■ God Link (Riki, Thunder God) Right Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, it has ""double breaker""."
Rose Totem,4,nature,Creature,mystery_totem,3000,r,dm-25,15/55,"■ When you put this creature into the battle zone, you may return a God from your mana zone to your hand."
"Orphe, Punishment God",6,light/darkness,Creature,god/arc_seraphim/grand_devil,5500,r,dm-25,16/55,"■ (This creature is put into your mana zone tapped.)
■ God Link (Izana, Crime God) Right Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, it has ""blocker"" and each of your opponent's creatures in the battle zone gets -1000 power."
"Riki, Thunder God",6,light/fire,Creature,god/tyranno_drake/arc_seraphim,5000,r,dm-25,17/55,"■ (This creature is put into your mana zone tapped.)
■ God Link (Gou, Spirit God) Left Side.
■ While this creature is linked, at the start of your turn, you may return a light, fire, or nature spell from your graveyard to your hand."
"Tauros, Battle God",6,water/fire,Creature,god/liquid_people/tyranno_drake,5000,r,dm-25,18/55,"■ (This creature is put into your mana zone tapped.)
■ Whenever this creature or one of your creatures that has the same race as this creature attacks your opponent and isn't blocked, that creature breaks an additional shield.
■ God Link (Gort, God of Sealing) Right Side
■ While this creature is linked, it has ""power attacker +4000""."
"Dokkoi, Fantasy God",5,water/nature,Creature,god/beast_folk/cyber_virus,4000,r,dm-25,19/55,"■ (This creature is put into your mana zone tapped.)
■ During your turn, each of your other creatures in the battle zone gets +2000 power.
■ God Link (Otto, Worldly God) Right Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, whenever one of your opponent's creatures is tapped, you may draw a card."
"Paloro, God of the Cycle",5,darkness/nature,Creature,god/grand_devil/beast_folk,5000,r,dm-25,20/55,"■ (This creature is put into your mana zone tapped.)
■ Whenever a card would be put into your graveyard from your mana zone, you may return it to your hand instead.
■ God Link (Aloro, War God) Right Side
■ Whenever this creature wins a battle while linked, you may put the top card of your deck into your mana zone."
"Ultimus, Divine Law Elemental",4,light,Creature,angel_command,3500,u,dm-25,21/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ When this creature is destroyed, search your deck. You may take a spell that has ""Shield Trigger"" from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck."
"Gastin, the Patroller",3,light,Creature,cosmo_walker/arc_seraphim,1000,u,dm-25,22/55,"■ Over Drive—Water x1 Nature x1 (When you summon this creature, you may tap another 1 water and/or 1 nature card in your mana zone. If you do, this creature gets the following over drive abilities.)
{over_drive} Water: When you put this creature into the battle zone, return a creature in the battle zone that costs 3 or less to its owner's hand.
{over_drive} Nature: When you put this creature into the battle zone, you may put a creature that costs 3 or less from your hand into the battle zone."
Aqua Super Emeral,3,water,Creature,liquid_people,2000,u,dm-25,23/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ When you put this creature into the battle zone, you may add a card from your hand to your shields face down. If you do, choose one of your shields and put it into your hand. You can't use the ""shield trigger""."
Prism Brain,4,water,Spell,,,u,dm-25,24/55,"■ Draw 2 cards, and reveal them. If at least one card is multicolored, draw another card."
Ghost Clutch,3,darkness,Spell,,,u,dm-25,25/55,"■ Discard a card at random from your opponent's hand. If it's not a multicolored card, you may return a multicolored creature from your graveyard to your hand."
"Metal Claw, Mobile Battle Dragon",3,fire,Creature,armorloid/tyranno_drake,2000,u,dm-25,26/55,"■ Over Drive—Darkness x1 Nature x1 (When you summon this creature, you may tap another 1 darkness and/or 1 nature card in your mana zone. If you do, this creature gets the following over drive abilities.)
{over_drive} Darkness: When you put this creature into the battle zone, choose one of your opponent's creatures. That creature gets -2000 power until the end of the turn.
{over_drive} Nature: When you put this creature into the battle zone, one of your creatures in the battle zone gets +2000 power until the end of the turn."
Tornado Flame,5,fire,Spell,,,u,dm-25,27/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 4000 or less."
